order_id,order_date,customer_name,customer_email,customer_phone,customer_address,product_name,product_category,sales_channel,supplier,units_sold,revenue,inventory_on_hand,shipping_status,delivery_days,return_flag,return_reason
ORD-100232,2026-05-05,Kevin Zamora,ybeck@example.org,987-890-8802x991,"043 Jesse Cove Suite 092, Joymouth, NC 18505",Mechanical Keyboard,Accessories,Wholesale Portal,BlueRiver Fulfillment,2,70.47,10,Delivered,4,False,No return
ORD-100233,2026-03-26,Ashley Lucas,salazarjessica@example.net,431-573-6100,"55870 Darren Shoal Apt. 788, Port Marisamouth, VI 89181",Mechanical Keyboard,Accessories,Wholesale Portal,Evergreen Wholesale,1,36.05,74,Delivered,4,False,No return
ORD-100234,2026-04-28,Nathan Patel,jessica41@example.net,796-791-4335x847,"0634 George Crest, Jamesside, KS 27395",Mechanical Keyboard,Accessories,Phone Order,Cascade Imports,7,254.79,5,Delivered,5,False,No return
ORD-100235,2026-03-18,Robert Goodman,danny15@example.org,8522850669,"463 Pierce Stravenue, New Christopherburgh, FM 63195",USB-C Hub,Accessories,Amazon Marketplace,BlueRiver Fulfillment,7,259.79,67,Delivered,4,True,Changed mind
ORD-100236,2026-03-03,April Fox,ethan42@example.org,(494)218-9468x285,"8677 Jennifer Street Apt. 238, Lake Kimberly, IL 58353",Laptop Stand,Accessories,Wholesale Portal,Evergreen Wholesale,7,262.8,36,Delivered,4,False,No return
ORD-100237,2026-04-12,Chloe Parker,carrolljohn@example.org,409.612.0204x098,"8119 Thomas Island, Butlerberg, IN 47323",Packing Tape,Packaging,Shopify,Evergreen Wholesale,5,76.81,0,Delivered,4,False,No return
ORD-100238,2026-03-14,Kenneth Rogers,brettwilliams@example.com,9386484262,"14830 Robert Islands Suite 873, East Kimmouth, UT 28054",Wireless Mouse,Accessories,Shopify,Metro Packaging,3,112.07,15,Delivered,4,False,No return
ORD-100239,2026-04-02,Rachel Ramsey,justin31@example.net,227.811.1784,"Unit 3251 Box 7891, DPO AP 65713",Reusable Mailer,Packaging,Amazon Marketplace,Northstar Supply,4,78.17,101,Delivered,3,False,No return
ORD-100240,2026-03-04,Karen Dawson,jamesmoreno@example.org,293.216.4454x7890,"Unit 2095 Box 2782, DPO AP 62003",Barcode Scanner,Warehouse,Amazon Marketplace,Northstar Supply,1,154.28,48,Delivered,7,False,No return
ORD-100241,2026-04-22,Dale Gray,marissa07@example.com,453.750.7842x9451,"231 Joseph Rapid, Copelandfurt, WI 24267",Reusable Mailer,Packaging,Phone Order,Metro Packaging,4,71.51,10,Delivered,3,False,No return
ORD-100242,2026-03-31,Erica Jacobs,burkeaaron@example.net,936-602-5612x8155,"20423 Ortega Stream Suite 523, Sparksville, VI 14760",Reusable Mailer,Packaging,Phone Order,Northstar Supply,2,32.66,45,Delivered,5,False,No return
ORD-100243,2026-03-20,Shelby Walters,crowe@example.org,320-785-6684x85770,"9776 Graham Neck Apt. 010, Smithview, AL 87283",Thermal Label Roll,Packaging,Wholesale Portal,BlueRiver Fulfillment,4,71.52,60,Delivered,4,False,No return
ORD-100244,2026-03-11,Jamie Page,vmoreno@example.com,520-412-8386,"0659 Theresa Trafficway Suite 272, East Shelbyside, ID 29852",Desk Lamp,Office,Wholesale Portal,Northstar Supply,5,213.28,34,Delivered,6,False,No return
ORD-100245,2026-03-23,Zachary Li,benjamindavidson@example.org,+1-582-292-2765,"72730 Mathis Court, Port Carlos, GU 31489",Mechanical Keyboard,Accessories,Shopify,BlueRiver Fulfillment,5,183.99,6,Delivered,4,False,No return
ORD-100246,2026-04-11,Robert Sanders,lhawkins@example.net,+1-204-652-9107x72570,"8250 Monica Lock, Franklinfort, ME 71669",Smart Scale,Warehouse,Wholesale Portal,Evergreen Wholesale,4,585.75,60,Delivered,4,False,No return
ORD-100247,2026-03-13,Dawn Ray,vjensen@example.org,+1-430-587-4825x53876,"5110 Benton Street, Russelltown, KS 83910",Mechanical Keyboard,Accessories,Phone Order,Evergreen Wholesale,7,254.98,32,Delivered,3,False,No return
ORD-100248,2026-04-01,Thomas Bender,irogers@example.com,001-928-327-4589x365,"2247 Dylan Motorway, West Paulfort, VI 71194",Barcode Scanner,Warehouse,Amazon Marketplace,BlueRiver Fulfillment,2,331.77,77,Delivered,7,False,No return
ORD-100249,2026-03-22,Gabrielle Andersen,steven65@example.com,+1-885-932-3652,"PSC 9577, Box 3172, APO AE 88012",Mechanical Keyboard,Accessories,Wholesale Portal,Northstar Supply,3,111.17,48,Delivered,5,False,No return
ORD-100250,2026-03-29,Krystal Kaiser,emilygarcia@example.org,+1-773-663-9521x2424,"Unit 6789 Box 8196, DPO AP 18732",Smart Scale,Warehouse,Phone Order,BlueRiver Fulfillment,6,868.83,26,Delivered,3,False,No return
ORD-100251,2026-05-03,Mark Blair,nzamora@example.com,+1-701-696-0831,"59304 Parsons Village, Kevinmouth, MO 24624",Mechanical Keyboard,Accessories,Amazon Marketplace,Metro Packaging,5,185.71,9,Delayed,9,False,No return
ORD-100252,2026-03-23,Caroline Baxter,sararodriguez@example.com,001-328-903-3315,"3320 Sanchez Path, North Christina, MD 16905",Thermal Label Roll,Packaging,Amazon Marketplace,Cascade Imports,5,88.31,54,Exception,10,False,No return
ORD-100253,2026-05-02,Kimberly King,huangpatrick@example.com,567-413-6444x10827,"599 Powell Mission, New Danielle, NE 89243",Reusable Mailer,Packaging,Shopify,BlueRiver Fulfillment,3,60.49,3,Delayed,7,True,Wrong size
ORD-100254,2026-04-22,Phillip Jones,carla24@example.com,+1-691-697-2353x151,"26673 Matthew Avenue, Buchananton, SC 64768",USB-C Hub,Accessories,Amazon Marketplace,Metro Packaging,2,62.81,38,Delayed,9,True,Wrong size
ORD-100255,2026-04-23,Michael Torres,bwood@example.org,+1-464-290-0274x006,"6067 Reyes Grove Apt. 745, East Jayshire, MP 69145",USB-C Hub,Accessories,Shopify,Evergreen Wholesale,1,41.58,52,Delivered,4,False,No return
ORD-100256,2026-04-21,Kristi Reynolds,morrisdavid@example.com,(728)940-4072x7911,"67585 Frank Spurs, Melendezland, AZ 89990",Smart Scale,Warehouse,Wholesale Portal,Cascade Imports,2,301.56,35,Delivered,1,False,No return
ORD-100257,2026-04-10,Kylie Flynn,jessicataylor@example.net,(233)925-0533x674,"05961 David Well Suite 174, Port Garytown, MO 98575",Mechanical Keyboard,Accessories,Amazon Marketplace,BlueRiver Fulfillment,5,180.32,71,Delivered,3,False,No return
ORD-100258,2026-04-20,Dr. George Smith,william12@example.net,(932)493-2488x6730,"816 Colton Island Suite 532, Mcdanielshire, MN 07037",Packing Tape,Packaging,Wholesale Portal,Metro Packaging,7,126.91,57,Delivered,2,False,No return
ORD-100259,2026-04-07,Dawn Whitney,carla57@example.com,001-241-344-5691x916,"8231 Jones Spring, North Brianna, AZ 79517",Desk Lamp,Office,Amazon Marketplace,BlueRiver Fulfillment,3,134.98,31,Delayed,10,False,No return
ORD-100260,2026-03-13,Steven Thomas,megan20@example.org,001-554-284-8594x1509,"22073 Robin Unions Apt. 784, West Chrisport, VI 39585",Packing Tape,Packaging,Wholesale Portal,Northstar Supply,7,129.05,69,Delivered,2,False,No return
ORD-100261,2026-04-19,Xavier Watson,archerdave@example.com,+1-404-443-9450,"40544 Thomas Roads Suite 738, South Juanchester, TN 46436",Reusable Mailer,Packaging,Shopify,Cascade Imports,4,72.46,23,Delivered,2,False,No return
ORD-100262,2026-03-29,Thomas Ellis,nkidd@example.com,615-536-8423,"36084 Shelton Prairie Apt. 268, Lake Courtneyview, NC 96790",Mechanical Keyboard,Accessories,Amazon Marketplace,Cascade Imports,7,256.88,55,Delivered,2,False,No return
ORD-100263,2026-03-02,Lori Schneider,andrewmartinez@example.com,001-438-479-8213x16341,"0639 Snyder River Suite 100, Michelleport, ID 42588",Mechanical Keyboard,Accessories,Wholesale Portal,Northstar Supply,6,214.16,106,Delivered,4,False,No return
ORD-100264,2026-04-13,Jeremy Johnson,pkirby@example.org,001-486-661-4059x275,"16762 Castro Parks Apt. 302, Tammytown, MS 81990",Barcode Scanner,Warehouse,Amazon Marketplace,Cascade Imports,4,611.52,55,Delivered,4,False,No return
ORD-100265,2026-03-22,Dr. Brian Taylor,george85@example.com,612-305-4823,"6867 Kimberly Row Suite 344, Port Kelly, GA 72440",Mechanical Keyboard,Accessories,Phone Order,Cascade Imports,2,76.0,81,Delivered,3,False,No return
ORD-100266,2026-04-16,Robert Andrade,elizabethferguson@example.net,398.956.6214x491,"973 Joseph Parkways, South James, DE 10740",Packing Tape,Packaging,Phone Order,Northstar Supply,6,113.1,43,Delayed,7,True,Wrong size
ORD-100267,2026-03-03,Caleb Norton,waterswilliam@example.net,+1-370-204-2701x787,"0568 Anderson Mission, Mathewfurt, TX 34083",Desk Lamp,Office,Wholesale Portal,Evergreen Wholesale,3,140.12,43,Delivered,6,True,Changed mind
ORD-100268,2026-04-18,Ryan Lee,aaron41@example.com,561.737.2752x2788,"21187 Graham View Apt. 485, North William, TN 52668",Thermal Label Roll,Packaging,Wholesale Portal,Cascade Imports,6,102.98,5,Delivered,3,False,No return
ORD-100269,2026-03-21,Daniel Burgess,suzannereynolds@example.org,001-666-950-7034,"715 Emily Pike Suite 943, New Davidstad, NV 15057",Barcode Scanner,Warehouse,Amazon Marketplace,Evergreen Wholesale,2,287.94,115,Delivered,6,False,No return
ORD-100270,2026-05-01,Yolanda Friedman,smithrobert@example.com,+1-219-541-4775x1454,"4738 Miguel Keys, Jessicaborough, MI 39999",Barcode Scanner,Warehouse,Shopify,Cascade Imports,7,1030.24,41,Delivered,4,False,No return
ORD-100271,2026-04-11,Brian Reed,alexthompson@example.com,8179425207,"7593 Brown Ways, Paulchester, MS 42559",Barcode Scanner,Warehouse,Amazon Marketplace,BlueRiver Fulfillment,6,842.17,34,Delivered,4,False,No return
ORD-100272,2026-04-01,Angela Herrera,christyrichardson@example.org,001-241-221-9684x379,"973 Lisa Ports Suite 495, New Virginia, CO 95971",Desk Lamp,Office,Wholesale Portal,Northstar Supply,1,27.63,38,Delivered,5,False,No return
ORD-100273,2026-04-05,Mario Walker,bobby31@example.com,001-973-734-0781x3589,"451 White Villages, Smithport, RI 86042",Mechanical Keyboard,Accessories,Shopify,Cascade Imports,4,144.08,49,Delivered,5,False,No return
ORD-100274,2026-03-01,Garrett Jones,harveybrian@example.net,657.866.3835x714,"079 Alvarez Island, Olsonburgh, NV 88738",Reusable Mailer,Packaging,Shopify,Northstar Supply,7,131.52,57,Delivered,7,False,No return
ORD-100275,2026-03-09,David Peterson,jpope@example.com,+1-428-761-1548x313,"99192 Elizabeth Cape Apt. 088, Castilloland, OH 31248",Mechanical Keyboard,Accessories,Amazon Marketplace,Evergreen Wholesale,7,263.18,60,Delivered,6,False,No return
ORD-100276,2026-03-15,Anne Carlson,megan88@example.net,984-555-5898x0916,"374 Matthews Glens, Grahamchester, MS 74372",Packing Tape,Packaging,Wholesale Portal,Evergreen Wholesale,1,20.34,62,Delivered,1,False,No return
ORD-100277,2026-04-17,Sharon Delacruz,ricardoswanson@example.com,001-211-458-4834,"166 Wang Heights, East Lucasfort, WV 70595",Smart Scale,Warehouse,Shopify,Cascade Imports,6,812.19,66,Delivered,6,False,No return
ORD-100278,2026-03-17,Michael Larson,smithabigail@example.com,001-376-752-2306x952,"Unit 8538 Box 1375, DPO AA 70883",Smart Scale,Warehouse,Phone Order,Evergreen Wholesale,6,830.49,38,Delivered,1,False,No return
ORD-100279,2026-03-19,Larry Armstrong,brian82@example.com,228-998-0200x3951,"Unit 4086 Box 2931, DPO AA 94238",Mechanical Keyboard,Accessories,Shopify,Cascade Imports,2,72.71,35,Delivered,6,False,No return
ORD-100280,2026-03-22,Paul Rodriguez,jessica21@example.org,834.722.6247x6446,"PSC 5127, Box 3062, APO AA 72545",USB-C Hub,Accessories,Wholesale Portal,Evergreen Wholesale,4,135.1,45,Delayed,9,False,No return
ORD-100281,2026-03-07,Catherine Sanders,rebecca03@example.com,+1-314-898-0533x09405,"56375 Nicole Bridge Suite 435, East Janicebury, CA 80378",Laptop Stand,Accessories,Wholesale Portal,Metro Packaging,4,141.88,38,Delivered,3,False,No return
ORD-100282,2026-04-22,Rebecca Stark,acantrell@example.org,806-407-1291x07302,"41941 Elizabeth Knolls Apt. 949, North Joshuaside, MD 69934",Barcode Scanner,Warehouse,Amazon Marketplace,Northstar Supply,6,836.55,0,Delivered,3,False,No return
ORD-100283,2026-03-19,John Moore,awaters@example.net,851.482.2722,"PSC 3235, Box 6550, APO AA 53959",Smart Scale,Warehouse,Amazon Marketplace,Northstar Supply,6,830.79,79,Delayed,7,False,No return
ORD-100284,2026-03-30,Brittney Wright,moniquecooper@example.com,001-971-658-1147x6895,"585 Michelle Wells Suite 358, Simpsonton, SD 18658",Desk Lamp,Office,Amazon Marketplace,Northstar Supply,3,149.49,45,Delivered,4,False,No return
ORD-100285,2026-03-15,Cory Cook,michelewoodard@example.com,309-904-4167x0072,"726 Adams Streets Apt. 470, Heatherberg, KS 56041",Mechanical Keyboard,Accessories,Shopify,BlueRiver Fulfillment,4,144.03,0,Delivered,7,False,No return
ORD-100286,2026-03-29,Jon Lee,joshua86@example.net,(632)409-3028,"68677 Ortiz Trail, Campostown, AZ 11375",Smart Scale,Warehouse,Phone Order,BlueRiver Fulfillment,2,260.99,62,Delivered,4,False,No return
ORD-100287,2026-04-23,Robert Garza,christinehenry@example.com,+1-330-287-0098,"08096 Gina Bridge Suite 893, Howardland, MT 90549",Wireless Mouse,Accessories,Wholesale Portal,Northstar Supply,1,32.54,70,Delivered,6,False,No return
ORD-100288,2026-03-05,Jeffrey Hall,stevensonmark@example.com,001-956-225-4695x795,"164 Burns Loaf Apt. 059, Allisonshire, RI 30078",USB-C Hub,Accessories,Phone Order,Evergreen Wholesale,3,116.66,30,Delivered,4,False,No return
ORD-100289,2026-03-13,Julie Taylor,moodymark@example.net,787-773-3204x13358,"88210 Lisa Coves, New Jasonhaven, LA 45955",Thermal Label Roll,Packaging,Phone Order,Metro Packaging,4,72.5,81,Delivered,4,False,No return
ORD-100290,2026-05-06,Sabrina Wright,kristen10@example.org,001-666-516-2637,"PSC 4406, Box 3089, APO AP 53575",Packing Tape,Packaging,Shopify,Evergreen Wholesale,7,119.62,35,Delivered,1,False,No return
ORD-100291,2026-05-06,Daniel Martin,ismith@example.org,001-510-861-6652x2586,"80749 Cooper Knoll Suite 439, East Jennafurt, DC 01820",Mechanical Keyboard,Accessories,Shopify,Cascade Imports,3,94.43,8,Delivered,2,False,No return
ORD-100292,2026-04-27,Stephanie Morales,deannachavez@example.net,682.344.4322,"PSC 1616, Box 9687, APO AE 56087",Thermal Label Roll,Packaging,Phone Order,BlueRiver Fulfillment,3,52.15,16,Delivered,3,False,No return
ORD-100293,2026-04-19,Lisa Oneill,erica98@example.org,+1-985-203-4013x05497,"0745 Heather Crossroad, Sandersfort, ID 18195",Reusable Mailer,Packaging,Shopify,BlueRiver Fulfillment,3,53.47,42,Delivered,2,False,No return
ORD-100294,2026-04-04,Stacey Shields,amberadams@example.org,001-654-875-0819,"23178 Cassandra Center Suite 940, Port Heatherland, AR 58239",Barcode Scanner,Warehouse,Wholesale Portal,BlueRiver Fulfillment,1,113.33,54,Delivered,4,False,No return
ORD-100295,2026-04-27,Tricia Jones,samanthasanders@example.org,+1-616-850-0881x336,"PSC 5505, Box 4850, APO AA 52778",Laptop Stand,Accessories,Amazon Marketplace,Evergreen Wholesale,1,24.12,10,Delivered,5,False,No return
ORD-100296,2026-04-29,Kristin Rose,barryedwards@example.com,+1-527-867-6164x4425,"56617 Huff Ferry Apt. 800, Lake Caitlin, PR 37240",Smart Scale,Warehouse,Shopify,Northstar Supply,1,139.63,37,Delivered,1,False,No return
ORD-100297,2026-04-24,Robert Hines,kelseygarcia@example.com,591.494.3115,"8305 May Canyon Apt. 415, South Christopher, WY 33856",Desk Lamp,Office,Amazon Marketplace,Cascade Imports,5,231.9,83,Delivered,3,False,No return
ORD-100298,2026-04-28,Rachel Gamble,caitlinbriggs@example.com,823.895.9096x191,"4148 Jorge Walk Suite 336, New Adriennetown, MI 77573",Reusable Mailer,Packaging,Phone Order,Evergreen Wholesale,4,70.85,93,Exception,10,False,No return
ORD-100299,2026-04-03,Margaret Shaw,gregoryschroeder@example.org,302.209.7807x60805,"8299 Jessica Canyon, Pamelaborough, MA 39111",Thermal Label Roll,Packaging,Amazon Marketplace,BlueRiver Fulfillment,5,84.47,82,Delayed,7,True,Late delivery
ORD-100300,2026-05-02,Jasmine Wood,monicamontes@example.com,(800)229-0029x834,"9159 Shirley Land, Sarahfurt, NJ 64389",Reusable Mailer,Packaging,Shopify,Cascade Imports,1,12.05,55,Exception,8,False,No return
ORD-100301,2026-03-06,Gary Summers,crystal72@example.org,441-802-0582x5389,"46430 Washington Greens, New Raymond, ME 24162",Packing Tape,Packaging,Shopify,Metro Packaging,1,15.07,27,Delayed,7,False,No return
ORD-100302,2026-03-18,Peggy May,michael64@example.com,(929)454-6015,"8037 Donald Harbor Suite 040, Port Johnhaven, IL 89736",Laptop Stand,Accessories,Phone Order,Northstar Supply,1,56.53,67,Delivered,4,False,No return
ORD-100303,2026-03-30,Shelly Clarke MD,timothy90@example.org,(280)314-3536x02000,"1954 Romero Gateway, Port Haley, MO 99143",USB-C Hub,Accessories,Phone Order,Northstar Supply,2,70.33,0,Delivered,2,False,No return
ORD-100304,2026-04-22,Connie Lewis,steven96@example.net,221-212-0574x33066,"05184 Davis Hollow, Bryantmouth, CO 24080",USB-C Hub,Accessories,Shopify,Evergreen Wholesale,1,19.7,15,Delivered,1,True,Late delivery
ORD-100305,2026-03-14,Susan Bowen,millstracey@example.org,688-556-7939,"1691 Samuel Mountain Apt. 011, New Jennifer, FL 87679",Packing Tape,Packaging,Wholesale Portal,Northstar Supply,6,107.8,55,Delivered,6,False,No return
ORD-100306,2026-03-11,Brian Dawson,amandahernandez@example.com,631-201-5331x95574,"8769 Ronald Keys, North Cory, PR 02743",USB-C Hub,Accessories,Phone Order,Evergreen Wholesale,7,243.89,63,Delivered,5,False,No return
ORD-100307,2026-04-02,Mary Saunders,cpayne@example.com,001-486-791-4915,"969 Walter Avenue, Emilyside, DE 13558",Packing Tape,Packaging,Amazon Marketplace,Northstar Supply,7,128.52,31,Delivered,5,False,No return
ORD-100308,2026-04-26,Jeanette Sims,barnesmeagan@example.net,001-770-589-8088x20135,"2185 Mikayla Inlet, Jacksonville, ND 75758",Reusable Mailer,Packaging,Wholesale Portal,Northstar Supply,7,120.67,53,Delivered,4,False,No return
ORD-100309,2026-04-25,Dr. Sharon Frank MD,medinajonathan@example.com,2378849568,"11676 Fox Forges Apt. 261, Port Anthonytown, PA 00689",Reusable Mailer,Packaging,Wholesale Portal,Evergreen Wholesale,5,90.12,60,Exception,10,False,No return
ORD-100310,2026-05-08,Garrett Lopez,deborah35@example.com,001-699-592-3056x66673,"40742 Mullen Shoal Apt. 302, Longhaven, TX 84663",Wireless Mouse,Accessories,Amazon Marketplace,Evergreen Wholesale,1,47.49,87,Delivered,1,False,No return
ORD-100311,2026-04-16,Laura Moody,balleric@example.net,455.494.5744x4873,"PSC 6843, Box 3360, APO AA 48321",USB-C Hub,Accessories,Wholesale Portal,Metro Packaging,3,117.4,34,Delivered,4,False,No return
ORD-100312,2026-04-26,Ethan Wilson,justin02@example.net,745.376.4492,"71538 Paul Isle Apt. 210, Lake Kevinchester, TX 49078",Wireless Mouse,Accessories,Phone Order,Northstar Supply,7,250.46,69,Delayed,5,False,No return
ORD-100313,2026-05-07,Brittany Pope,edwardsjason@example.org,(211)453-3215,"083 Becker Corner Suite 463, Port Angelamouth, ME 80667",Smart Scale,Warehouse,Wholesale Portal,Northstar Supply,4,532.11,26,Delivered,4,False,No return
ORD-100314,2026-03-26,Derrick Ward,talvarado@example.org,001-450-224-7654x353,"1967 Craig Rapids, Micheleborough, KY 20442",USB-C Hub,Accessories,Amazon Marketplace,Northstar Supply,3,114.97,88,Delivered,3,False,No return
ORD-100315,2026-03-22,Jennifer Houston,rossperez@example.com,001-990-585-3800,"166 Alicia Valleys Suite 086, East Nathanshire, WV 86775",Thermal Label Roll,Packaging,Wholesale Portal,BlueRiver Fulfillment,2,40.5,64,Delivered,4,False,No return
ORD-100316,2026-04-24,Benjamin Collins,ricestacie@example.net,953.242.9759,"4350 Amanda Ramp Apt. 458, Mcdowellport, WI 95890",Thermal Label Roll,Packaging,Wholesale Portal,BlueRiver Fulfillment,4,71.78,24,Delivered,3,False,No return
ORD-100317,2026-05-07,Jodi Duran,ymontgomery@example.com,+1-969-308-6048x049,"9440 Anthony Villages, New Whitneychester, MP 68276",Laptop Stand,Accessories,Wholesale Portal,Evergreen Wholesale,7,257.85,12,Delivered,5,False,No return
ORD-100318,2026-05-06,Erica Banks,wilkersondouglas@example.org,001-383-289-2924x26565,"75942 Lane Plains, Lake Lori, TX 18609",Barcode Scanner,Warehouse,Wholesale Portal,Cascade Imports,6,853.06,45,Delayed,7,False,No return
ORD-100319,2026-03-28,Justin Cortez,pvincent@example.com,001-536-929-3980x928,"348 Wood Motorway, Timothyport, PR 79054",Thermal Label Roll,Packaging,Amazon Marketplace,Metro Packaging,5,97.29,39,Delivered,4,False,No return
ORD-100320,2026-03-03,Corey Williams,derrickmontoya@example.net,312.880.4826,"5235 Baker Gateway, Johnfurt, MD 55133",Wireless Mouse,Accessories,Phone Order,Cascade Imports,3,88.46,64,Delivered,1,False,No return
ORD-100321,2026-04-22,Allison Frank,kerryroberts@example.net,336.563.0817x154,"772 Sarah Street, East Jessicahaven, ID 37834",Mechanical Keyboard,Accessories,Phone Order,Metro Packaging,4,146.25,3,Delivered,1,False,No return
ORD-100322,2026-05-09,Juan Smith DDS,brianphillips@example.net,546.584.8318x255,"054 Douglas Divide, Port Ashley, MI 02692",Thermal Label Roll,Packaging,Shopify,BlueRiver Fulfillment,3,57.71,34,Delivered,4,False,No return
ORD-100323,2026-03-31,Alexis Chang,nhunter@example.net,(871)343-3556x69672,"672 Nicole Summit Apt. 777, Medinaview, TX 18465",Mechanical Keyboard,Accessories,Shopify,Evergreen Wholesale,6,196.84,66,Delivered,4,False,No return
ORD-100324,2026-03-06,Heather Hammond,rick66@example.org,(281)760-6974,"56489 Bailey Mews Apt. 385, Arnoldborough, GA 75064",Laptop Stand,Accessories,Wholesale Portal,Metro Packaging,7,246.05,20,Delivered,1,False,No return
ORD-100325,2026-05-07,Anthony Castillo,daniel85@example.com,439.688.9560x7956,"PSC 3238, Box 3700, APO AP 82607",Packing Tape,Packaging,Amazon Marketplace,Northstar Supply,7,116.62,63,Delivered,5,False,No return
ORD-100326,2026-03-18,Yolanda Rodriguez,proberts@example.com,001-986-316-8174,"8041 Graham Trail Apt. 995, Markborough, GU 39867",Mechanical Keyboard,Accessories,Phone Order,Northstar Supply,4,121.67,75,Delayed,7,False,No return
ORD-100327,2026-05-05,Andre Wall,susandiaz@example.com,+1-631-674-0052x451,"3874 Heather Ranch, Bradleychester, OK 40498",Smart Scale,Warehouse,Amazon Marketplace,Cascade Imports,3,407.84,65,Delivered,1,False,No return
ORD-100328,2026-03-16,Jimmy Anderson DDS,jamesskinner@example.net,(201)650-4916x31120,"3452 Russell Manors Apt. 057, Port Deborah, DC 92461",Wireless Mouse,Accessories,Phone Order,Evergreen Wholesale,6,219.64,90,Delivered,5,False,No return
ORD-100329,2026-03-05,Bobby Church PhD,grantjohn@example.net,(835)394-4379,"53485 Harris Circles, Richardsonchester, AZ 57331",Smart Scale,Warehouse,Shopify,BlueRiver Fulfillment,1,153.16,74,Delivered,1,False,No return
ORD-100330,2026-04-10,Randall Bell,gpena@example.net,803.246.9058x37430,"014 Hansen Knoll, Kimberlyville, ID 64317",Packing Tape,Packaging,Phone Order,Metro Packaging,2,33.48,5,Delivered,3,False,No return
ORD-100331,2026-03-10,Jeffery Cochran,alexanderrodriguez@example.net,728.926.2435,"62854 Adams Crossing Suite 188, Burtonside, TX 34509",Thermal Label Roll,Packaging,Amazon Marketplace,Metro Packaging,1,22.35,5,Delivered,4,True,Changed mind
ORD-100332,2026-04-01,Linda Johnson,blanchardcarolyn@example.com,890.696.0975,"95188 Henry Greens Suite 787, New Chad, WY 01568",USB-C Hub,Accessories,Phone Order,BlueRiver Fulfillment,1,42.68,18,Delivered,1,False,No return
ORD-100333,2026-04-05,Brenda Benson,steven41@example.org,320.737.8204x385,"PSC 6714, Box 7493, APO AE 73781",USB-C Hub,Accessories,Amazon Marketplace,Metro Packaging,7,254.43,91,Delivered,4,False,No return
ORD-100334,2026-03-18,Evan Mejia,christopherwilkerson@example.org,(824)754-6977x22080,"81891 Pamela Plains, East Curtis, MA 48107",Desk Lamp,Office,Shopify,Cascade Imports,1,52.4,39,Delivered,9,False,No return
ORD-100335,2026-03-26,Cheryl Graham,ncurtis@example.org,(793)791-0957x37433,"936 Stacey Motorway Apt. 117, South Jamesview, IL 54590",Wireless Mouse,Accessories,Phone Order,Metro Packaging,4,147.85,31,Exception,9,False,No return
ORD-100336,2026-03-26,Patrick Walsh,imiller@example.com,263.574.1289x9004,"848 Kent Port Apt. 516, Kimberlyport, KY 12700",Desk Lamp,Office,Phone Order,BlueRiver Fulfillment,7,340.99,26,Delayed,9,True,Damaged item
ORD-100337,2026-04-08,Deborah Hernandez,scottchristopher@example.net,(912)690-8942x0602,"10511 Payne Branch Apt. 994, Brownhaven, SD 58314",USB-C Hub,Accessories,Phone Order,Evergreen Wholesale,3,107.02,59,Delivered,3,False,No return
ORD-100338,2026-04-23,Thomas Walsh,gonzaleztracey@example.net,001-876-533-5383x163,"8686 Glenn Crossing Apt. 584, Harveyton, UT 82773",Packing Tape,Packaging,Amazon Marketplace,Cascade Imports,6,109.59,56,Delivered,7,False,No return
ORD-100339,2026-04-20,Michael Moore,danielclayton@example.com,769.558.1170x418,"23777 Emily Ferry, Smithshire, VA 55145",Smart Scale,Warehouse,Amazon Marketplace,Cascade Imports,4,542.25,38,Delivered,3,False,No return
ORD-100340,2026-04-25,Benjamin Smith,richardsjenna@example.net,(800)976-9905x39889,"23864 Anthony Mall Apt. 781, New Jennifer, HI 53729",Barcode Scanner,Warehouse,Wholesale Portal,Cascade Imports,4,592.07,66,Delivered,1,False,No return
ORD-100341,2026-04-25,Raymond Barton,denisegutierrez@example.org,4625205375,"799 Thomas Haven, Thomasborough, ID 37874",USB-C Hub,Accessories,Wholesale Portal,BlueRiver Fulfillment,2,75.39,78,Delivered,1,True,Wrong size
ORD-100342,2026-04-17,Beth Carrillo,mcguireemily@example.com,932.627.1634x6191,"09699 Kemp Unions, Carlfurt, AR 42946",Barcode Scanner,Warehouse,Amazon Marketplace,Metro Packaging,7,1013.59,65,Delivered,1,False,No return
ORD-100343,2026-04-13,Philip Kramer,qhamilton@example.net,001-774-873-7335x51238,"Unit 0728 Box 9064, DPO AA 80537",Barcode Scanner,Warehouse,Phone Order,Northstar Supply,6,783.82,54,Delivered,3,False,No return
ORD-100344,2026-03-22,Christopher Berry,tlee@example.com,(206)925-3665,"3798 Garcia Dam Apt. 743, Lake Lisa, KY 63609",Laptop Stand,Accessories,Phone Order,Metro Packaging,4,145.6,81,Delivered,4,False,No return
ORD-100345,2026-03-31,Joseph Carter,pblake@example.org,(413)859-5906x17829,"47944 Cordova Court, Kevinchester, ME 33920",Desk Lamp,Office,Shopify,BlueRiver Fulfillment,5,192.75,40,Delivered,3,False,No return
ORD-100346,2026-03-20,Amy Rodriguez,colebaker@example.com,+1-512-329-1588x5439,"393 Fuller Loop, Port Michele, NM 18593",Mechanical Keyboard,Accessories,Amazon Marketplace,Metro Packaging,3,108.85,17,Delivered,6,False,No return
